item key,name,description,price,bottle image url,label type,closure type,country,region,origin,wine type,varietal,vintage,point score,story,user rating,sale price,original url,tasting notes,winc product id,winc product code,wine product id
winc11849,2015 Le Fermier® Negrette,"For Pinot Noir fans: a lean Négrette from Calleri Vineyard, one of the only places outside France that grows this grape.",16.99,https://d207gb2bfvg73.cloudfront.net/16071075/hero@2x.jpg,WH,CO,United States,San Benito County,"San Benito County, California",R,Negrette,2015,,"According to legend, the story of Négrette began with the Knights Templar, who reputedly brought the grape from Cyprus to France’s Gaillac. From there, Négrette travelled west to Fronton, which today remains the stronghold of this fruity, floral variety. In fact, it’s fairly impossible to find Négrette outside Fronton — which makes our new Le Fermier particularly cool.

Like Pinot Noir, Négrette is a difficult grape to grow. Because it’s susceptible to mildew and rot, it thrives best in hot, dry climates such as that of Calleri Vineyard in San Benito County, where we sourced the grapes for this 2015 vintage. San Benito County is one of the only areas outside France that grows Négrette, and it produces single-varietal versions that honor the classic examples from the grape’s homeland: a highly perfumed nose, heightened fruit flavors, and a slightly spicy finish.

We crafted Le Fermier in a carbonic style to further elevate the wine’s light fruitiness and freshness. After hand-picking the grapes, we fermented and aged the juice in stainless steel, producing a Négrette that exhibits lovely aromas of black fruit and lavender, as well as lean structure and a spicy earthiness on the palate. Drink our Négrette at your next countryside picnic, and pack your basket with the perfect French pairings: charcuterie, duck confit, Roquefort, and Camembert.",3.8,12.99,,,11849,16071075,
winc11841,2015 Objet d'Art Pinot Noir,"Pinot Noir goes elegant, focused, and high-end in Objet d’Art, featuring a custom label by visual artist Thomas Hammer.",36.99,https://d207gb2bfvg73.cloudfront.net/16071077/hero@2x.jpg,WH,CO,United States,Santa Barbara County,"Santa Barbara County, California",R,Pinot Noir,2015,,"By definition, the French term “objet d’art” means “art object,” but in common conversation, it connotes a work of art. Our new brand dedicated to lean, high-end wines, Objet d’Art truly takes an artist’s creative approach to the craft of winemaking, resulting in elegant, focused bottles that demonstrate pure, top-tier character.

This 2015 Pinot Noir marks the first release in our Objet d’Art line. To complement the nature of the wine and the brand, we asked visual artist Thomas Hammer — whose mesmerizing ink-on-paper work has been featured in Architectural Digest and exhibited at several prestigious galleries around the country — to design a custom piece for the label. We’re excited about what he came up with, as it beautifully encapsulates the complex-yet-concentrated style we aimed to achieve in the wine.

Our Director of Winemaking Ryan Zotovich oversaw every step of this grape-to-glass Pinot Noir, from hand-picking the fruit in Santa Barbara’s Kick On Ranch Vineyard in late August 2015 (an early pick date that grants the eventual wine a leaner style and lower alcohol) to whole-cluster fermenting a quarter of the grapes to aging the wine in neutral oak.

Fruit-driven aromas of cherry and redcurrant greet earthy whiffs of lavender, black pepper, and thyme before strawberry and clove commandeer the palate. Open a bottle at a classy dinner party, and pair it with figs and goat cheese.",4.0,18.99,,,11841,16071077,
winc10778,2010 Un Paso Más Red Blend,"We’ve aged this one for you. With four years in the bottle, this classic Spanish wine is ready to drink now!",16.99,https://d207gb2bfvg73.cloudfront.net/1503598/hero@2x.jpg,WH,CO,Spain,Castilla y Leon,"Castilla y Leon, Spain",R,Spanish Red Blend,2010,,,3.7,12.99,,,10778,1503598,
winc10765,2014 Zwicker Edelzwicker,*Said in your best Arnold voice* Zwick-AH is a traditional off-dry Alsatian wine that is perfect with spicy food.,16.99,https://d207gb2bfvg73.cloudfront.net/1501585/hero@2x.jpg,MO,CO,United States,Monterey,"Monterey, California",W,White Blend,2014,,,3.4,12.99,,,10765,1501585,
winc10714,2012 Prismus® Cabernet Franc,"If you’re a fan of Bordeaux or quality, oak-aged California Cab then you are going to love Prismus.",20.99,https://d207gb2bfvg73.cloudfront.net/1412524/hero@2x.jpg,MO,CO,United States,Lake County,"Lake County, California",R,Cabernet Franc,2012,,,3.9,15.99,,,10714,1412524,
winc11791,2015 Sauvetage Rosé,"Your summer savior! Sauvetage — French for “rescue” — is Provençal rosé at its best: light, pure, and delicate.",16.99,https://d207gb2bfvg73.cloudfront.net/16051009/hero@2x.jpg,WH,CO,France,Provence,"Provence, France",Ro,Rosé,2015,,"Remember when the Hamptons actually ran out of rosé? We successfully avoided a repeat of that disaster with last year’s first vintage of Sauvetage — and this year, our classic Provençal pink drink is back to ensure your rosé stays flowing all summer long. The ever-growing popularity of these blush beauties has been a phenomenon in the wine world for several years now, and Provençal rosés are the cream of the crop — a mainstay of the it-crowd thanks to their delicate, refreshing flavor.

We crafted the 2014 vintage with Grenache and Cinsault but switched it up with the new one; lovers of the first will still adore this, though! Made in a direct-press style with 60% Grenache (for brightness and tart red fruit) and 40% Syrah (for depth and that beautiful pink hue), the 2015 Sauvetage smells of cotton candy, raspberry, and citrus. When you take a sip, you’ll notice strawberry and grapefruit, as well as a juicy touch of salinity. It’s light, fresh, and mouthwatering, with a dry finish that lends itself to a full day of rosé relaxation. Take a cue from its name, and let Sauvetage rescue your summer!",3.9,12.99,,,11791,16051009,
winc11752,NV Déclassé Red Wine,A “declassified” red from an esteemed region in northern Italy. Here’s a hint: it’s one of the kings of Italian wine!,16.99,https://d207gb2bfvg73.cloudfront.net/1604983/hero@2x.jpg,WH,CO,Italy,Italy,"Italy, Italy",R,Italian Red Blend,,,"“Declassified” wines are one of the wine world’s biggest mysteries. Sometimes, a high-profile producer can’t use its vineyard name or appellation on some of its wine because of a particular area’s wine laws (like, for example, if the vineyard’s yield exceeds the yearly allowance or the wine hasn’t spent the required amount of time aging in barrel). As a result, the producer will set aside a certain portion of the wine, label it sans vineyard name or appellation, and sell that high-quality wine for below market value. In other words, they “declassify” the wine.

We named our new series Déclassé — a French word meaning “having fallen in social status” — for two reasons. One: to pay tribute to the declassified wines it represents. And two: because that’s exactly how these wines are often wrongly perceived. People tend to read the word “declassified” and assume the wine in the bottle is low-quality — but that’s 100% wrong. It’s like assuming Queen Elizabeth is no longer the Queen because someone addresses her simply as “Elizabeth.” She’s still the Queen, regardless of whether or not the word is used. (Props to our Wine Director for that killer analogy!)

Here’s what we can tell you about our first Déclassé: it’s a slow-ripening grape that thrives in the foggy hills of northern Italy’s Piedmont area. It’s a non-vintage blend of 2013 and 2014 wines, fermented in stainless steel and aged in Slovenian oak barrels for 12 months. And it’s beautifully characteristic of both its region and variety, with dusty tannins, intense aromatics, and complex notes of cherry, forest floor, and herbs. Let the sleuthing begin!",3.8,12.99,,,11752,1604983,
winc11749,2015 Compartés x WINC Sparkling Red Blend,Introducing our collaboration with Compartés: a bubbly red paired with a bar chosen by chocolatier Jonathan Grahm!,32.99,https://d207gb2bfvg73.cloudfront.net/1601981/hero@2x.jpg,WH,CO,United States,Santa Barbara County,"Santa Barbara County, California",R,Red Blend,2015,,"Jonathan Grahm knows a whole lot about the sweeter things in life, as he’s the mastermind behind Compartés — the artisan, all-organic chocolate company started by his family in the 1950s. His handmade bars merge trendsetting art with locally sourced ingredients, and the gorgeous results have won Compartés a legion of celebrity fans including Oprah, Angelina Jolie, and Steven Spielberg. Jonathan’s also the nephew of well-known California winemaker Randall Grahm, so he grew up with an appreciation for the grape and the sheer delight that is a superb wine and chocolate pairing — so we knew he’d be perfect for this collaboration!

The Compartés x WINC Sparkling Red Blend is a unique Lambrusco-style wine made with the Italian varieties Dolcetto and Sangiovese. The fruit grew in small vineyards in Santa Barbara County, and instead of using secondary fermentation to produce the bubbles (the usual way sparkling wines are made), we force carbonated the juice.

When Jonathan tasted our creation, he knew he wanted to pair it with his California Love bar, a luscious fusion of organic dark chocolate and San Francisco sourdough pretzels. The resulting wine-and-chocolate experience was so sublime that we knew we had to provide it for our members — so with each bottle of this sparkling red, you’ll get a California Love bar, too!

Head to clubw.com/compartes for more info on our collaboration.",3.5,24.99,,,11749,1601981,
winc11719,2015 Ruza® White Zinfandel,Not your grandma’s White Zin! Ruza redefines an American classic with a craft approach to the grape everyone loves to hate.,16.99,https://d207gb2bfvg73.cloudfront.net/1602957/hero@2x.jpg,WH,CO,United States,Lodi,"Lodi, California",W,White Zinfandel,2015,,"Poor, poor White Zinfandel! Infamous for being a cheap, overly sweet sugar-bomb, it’s often used in spritzers and has unfortunately (and unfairly) acquired arguably the worst rap in the wine world. But thanks to our Chief Wine Officer Brian Smith and Winemaker Partner Aaron Forman, that’s about to change!

The longtime best friends’ White Zin journey began as a joke and quickly became a full-fledged mission to represent the new face of the grape and to change the perception of this American classic. Ruza is White Zinfandel done right: lean, dry, crisp, and totally delicious.

Brian and Aaron take a craft approach with Ruza, harvesting the fruit with the specific intention of making White Zinfandel (unlike in most cases, where White Zin is an afterthought, a mere offshoot of conventional Zinfandel production). After picking the Zinfandel grapes early, Brian and Aaron took them directly to the basket press, where the grapes were pressed extra-gently to achieve Ruza’s signature pale-pink color. Abundant fruit on the nose (we’re talking raspberry, cherry Jolly Rancher, and strawberry) meets peppy brightness and a pinch of sweetness on the palate. Open on a balmy afternoon, and pair it with your favorite appetizers.",3.6,12.99,,,11719,1602957,
winc10691,2013 Brethren of the Road® Red Blend,"This “Portu-talian” blend is a crazy, zesty mix you aren’t going to find anywhere else.",16.99,https://d207gb2bfvg73.cloudfront.net/1411523/hero@2x.jpg,WH,CO,United States,Mendocino,"Mendocino, California",R,Red Blend,2013,,2013 Brethren of the Road Red Blend,3.7,12.99,,,10691,1411523,
winc10659,2013 Rambutan Gewürztraminer,"Gewürztraminer is like the grown up version of Moscato. Exotic and strikingly aromatic, but with a touch more alcohol.",16.99,https://d207gb2bfvg73.cloudfront.net/1410489/hero@2x.jpg,MO,SC,United States,Sonoma,"Sonoma, California",W,Gewürztraminer,2013,,,3.7,12.99,,,10659,1410489,
winc10616,2013 Alcalá Monastrell,The rough and tough Monastrell carries a strong snap of fruit that will leave a lasting impression.,16.99,https://d207gb2bfvg73.cloudfront.net/1407453/hero@2x.jpg,MO,CO,Spain,Alicante,"Alicante, Spain",R,Mourvèdre,2013,,,3.5,12.99,,,10616,1407453,
winc11686,2014 Meraki Cabernet Sauvignon,A biodynamically farmed Cabernet Sauvignon from one of the first Demeter-certified vineyards in California.,16.99,https://d207gb2bfvg73.cloudfront.net/1512905/hero@2x.jpg,WH,CO,United States,Paso Robles,"Paso Robles, California",R,Cabernet Sauvignon,2014,,"When we discovered that the Greek word “meraki” (“may-RAH-kee”) means the love and soul you put into your work, we knew we’d found the name for our biodynamically farmed Cabernet Sauvignon — because biodynamic winemaking takes phenomenal amounts of love and soul. A prime example of the stellar results achievable with these Earth-friendly techniques, Meraki comes from a Paso Robles vineyard that provides fruit to some of the country’s top eco-conscious winemakers. Oh, and it’s Demeter-certified — meaning it bears the seal of approval from the world’s only certifier of biodynamic products.

One of the globe’s biggest current winemaking trends, biodynamics takes a holistic approach to agriculture, encouraging biodiversity in the vineyard and basing farming practices on the lunar cycle. This “circle-of-life” philosophy takes into account ethical and spiritual considerations as well as sustainability — all in the name of Earth-friendly techniques that many believe yield better results.

To achieve the ideal balance in Meraki, our wine team hand-picked and blended two different lots of Cabernet Sauvignon: one full-bodied and savory and the other fruit-forward. The wine fermented in stainless steel tanks and saw 30 percent new American oak for added structure and complexity. On the nose, you’ll smell tobacco, leather, and spice (results of the oak aging), as well as fruity notes of strawberry and plum. Soft tannins and a silky mouthfeel make Meraki a great food wine, so drink it with classic Cabernet pairings like heavier red meats and pasta.",3.8,12.99,,,11686,1512905,
winc11183,2014 Au-Delà™ Sparkling Dolcetto,We’ve made one of the only sparkling Dolcettos in America. You’ll adore it if you’re into Pinot Noir or the new and unusual!,28.99,https://d207gb2bfvg73.cloudfront.net/1511852/hero@2x.jpg,MO,CO,United States,Santa Barbara County,"Santa Barbara County, California",S,Dolcetto,2014,,"We’re about to rock your world with badassery. For our newest act, we’ve created the most wicked-cool wine you’ve ever seen: a dry sparkling red with both the tannins and depth implied by its color and the crisp freshness of a classic bubbly. We went <i>méthode expérimentale</i>  with Au-Delà (which translates literally to “beyond” in French), so every aspect of this wine pushes the envelope and challenges convention.

It’s made from the Italian variety Dolcetto, with fruit grown in a small vineyard in Santa Barbara County — one of the very few places in America growing this grape. To achieve those bubbles we all love, we force carbonated the juice, something unique in itself because sparkling wines are usually made with secondary fermentation. And perhaps the coolest thing of all? Au-Delà marks one of the only sparkling Dolcettos ever to emerge from the United States.

If you’ve seen a bubbly red before, it’s likely to have been a Lambrusco — but those tend toward the sweeter side, and Au-Delà’s at the dry end of the spectrum. The killer combination of the Dolcetto tannins and bright bubbles means this guy can pair with pretty much anything you want to throw at it, but some of our favorites include pâté and charcuterie. Oh, and one last thing — Au-Delà was born for the holidays!",3.4,21.99,,,11183,1511852,
winc11166,2015 WKND™ Sparkling Chenin Blanc,No one will believe you got this sparkling wine for $13. Our WKND Chenin Blanc is your fancy-at-a-bargain bubbly!,16.99,https://d207gb2bfvg73.cloudfront.net/1511841/hero@2x.jpg,MI,CO,United States,Clarksburg,"Clarksburg, California",W,Chenin Blanc,2015,,"Everyone loves an elegant bottle of sparkling wine, but no one enjoys dropping the kind of cash that’s usually necessary for the quality stuff. Luckily, your lavish, under-budget WKND has arrived in the form of our new sparkling Chenin Blanc. Made in a Prosecco-style with grapes from Clarksburg, California, this is exceptional American bubbly that’ll blow everyone’s minds and leave your bank account full.

Our wine team chose Chenin Blanc for this WKND release because the grape’s natural brightness means it’s adaptable, capable of producing equally delicious wines in a myriad styles. We’re able to bring you such stellar quality at a jaw-dropping price because our wine team crafted this wine grape-to-glass, which means they oversaw every step of the process themselves. Light, fruity, and refreshing, this bubbly will impress every person in the room, no matter the event. We recommend you bring it to the table for a special occasion!",3.9,12.99,,,11166,1511841,
winc11139,2013 Au Fudge x Club W Pinot Noir,Introducing our collaboration with Jessica Biel and Estée Stanley for their new restaurant Au Fudge!,28.99,https://d207gb2bfvg73.cloudfront.net/1509818/hero@2x.jpg,MI,CO,United States,Sta. Rita Hills,"Sta. Rita Hills, California",R,Pinot Noir,2013,,"When the four partners behind the new LA restaurant Au Fudge want a glass of vino, they reach for Pinot Noir — so naturally, when they asked us to make a bottle for their culinary venture, we crafted a beautiful version of their favorite wine! We’re thrilled to introduce the Au Fudge x Club W Pinot Noir — named, of course, for the titular restaurant where it’ll be poured. We know you’ll love it as much as Au Fudge's creators do.

This 2013 Pinot Noir calls the Santa Rita Hills its home, a Santa Barbara region the New York Times notes as “one of the most interesting areas for California Pinot Noir,” as well as a winemaking spot with a “continued sense of bold exploration and experimentation.” The grapes fermented in stainless steel, and the wine aged in oak for a year before bottling, creating a luscious, full-bodied Pinot with notes of red fruit and a hint of wood on the finish. Because of its intensity, you can go a bit bolder on the food pairings with this one — think heavier meats with sweet fruit glazes, as well as rosemary! Drink Au Fudge celebrity-style while you’re dining with your posse!",4.0,21.99,,,11139,1509818,
winc11108,2013 Funk Zone® Red Blend,A Club W favorite makes a triumphant return! You’ve never tasted a wine like our latest Santa Barbara blend.,21.99,https://d207gb2bfvg73.cloudfront.net/1508785/hero@2x.jpg,WH,CO,United States,Santa Barbara County,"Santa Barbara County, California",R,Red Blend,2013,,,4.1,16.99,,,11108,1508785,
winc11067,2014 Chanchito Cabernet Sauvignon,"An earthy, herbal Cab from Vallé Central with classic Chilean flair.",16.99,https://d207gb2bfvg73.cloudfront.net/1508759/hero@2x.jpg,WH,CO,Chile,Central Valley,"Central Valley, Chile",R,Cabernet Sauvignon,2014,,,3.9,12.99,,,11067,1508759,
winc10999,2014 Tempo Vero Primitivo IGT,"Introducing Primitivo -- the original Zin. Brimming with mint aromas and notes of olive and cherry, it’s your new favorite everyday wine.",16.99,https://d207gb2bfvg73.cloudfront.net/1507730/hero@2x.jpg,MO,CO,Italy,Puglia,"Puglia, Italy",R,,2014,,,3.7,12.99,,,10999,1507730,
winc10997,2014 Greensmith Carignane,"Made from organic grapes, this wine is old-vine Carignane -- meaning the plants are between 40 and 100 years old!",26.99,https://d207gb2bfvg73.cloudfront.net/1507728/hero@2x.jpg,WH,CO,United States,Mendocino,"Mendocino, California",R,,2014,,,3.7,12.99,,,10997,1507728,
winc10615,2012 Pregame Red Blend,"The total crowd-pleaser, easy-drinking red blend to get your party started.",16.99,https://d207gb2bfvg73.cloudfront.net/1407452/hero@2x.jpg,WH,CO,United States,Paso Robles,"Paso Robles, California",R,Red Blend,2012,,,3.7,12.99,,,10615,1407452,
winc10600,2013 Akoya® Chardonnay,"Untouched by oak, the Akoya Chardonnay highlights true beauty in it's natural form.",16.99,https://d207gb2bfvg73.cloudfront.net/1405439/hero@2x.jpg,WH,CO,United States,Carneros-Sonoma,"Carneros-Sonoma, California",W,Chardonnay,2013,,,3.4,12.99,,,10600,1405439,
winc10585,2012 Poor Man's Pinot Blanc,"This wine is all about challenging tired stereotypes. Pinot Blanc is the ""Poor Man's Chard"" no more.",16.99,https://d207gb2bfvg73.cloudfront.net/1404424/hero@2x.jpg,WH,CO,United States,Monterey,"Monterey, California",W,Pinot Blanc,2012,,,3.4,12.99,,,10585,1404424,
winc10567,2013 Agua Negra Merlot,"Merlots are some of the most full-bodied reds out there. If you’re a Cab or red blend lover, dive in.",16.99,https://d207gb2bfvg73.cloudfront.net/1406414/hero@2x.jpg,MI,CO,Chile,Central Valley,"Central Valley, Chile",R,Merlot,2013,,,3.6,12.99,,,10567,1406414,
wine390158,2016 Antinori Villa Toscana,"A red with attractive blackberry and licorice aromas and flavors. Some tar. Medium body, light tannins and a delicious finish. Drink now.",19.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/lefrvszpdxxqmsoqmf9i.jpg",TR,,,Tuscany,Tuscan Blends,R,Tuscan Blends,,,"A red with attractive blackberry and licorice aromas and flavors. Some tar. Medium body, light tannins and a delicious finish. Drink now.",,,,,,,390158
wine539182,2019 Craggy Range Winery Te Muna Road Vineyard Sauvignon Blanc,"From the lower terrace of our Te Muna Road Vineyard in Martinborough, this wine is sourced exclusively from several parcels of vines growing on stony, limestone influenced soils.",21.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/c6kmmcfrl9d1hagqtgcl.jpg",TR,,,Martinborough,Sauvignon Blanc,W,Sauvignon Blanc,,,"From the lower terrace of our Te Muna Road Vineyard in Martinborough, this wine is sourced exclusively from several parcels of vines growing on stony, limestone influenced soils.",,,,,,,539182
wine539225,2018 Orin Swift Cellars 8 Years in the Desert 2,"Composed o Zinfandel with Syrah, Petite Sirah and Grenache, the 2018 Red Blend 8 Years in the Desert was aged for eight months in American oak barrels (37% new). Deep garnet-purple colored, it comes roaring out of the glass with notions of baked black cherries, raspberry preserves, blueberry tart and potpourri plus hints of garrigue, tobacco leaf and cinnamon stick. Full-bodied, the richly fruited palate has a pleasantly chewy texture and loads of savory layers coming through on the finish.",44.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/nvtxoquxmxx9weyc9pwc.jpg",MO,,,California,Other Red Blends,R,Other Red Blends,,,"Composed o Zinfandel with Syrah, Petite Sirah and Grenache, the 2018 Red Blend 8 Years in the Desert was aged for eight months in American oak barrels (37% new). Deep garnet-purple colored, it comes roaring out of the glass with notions of baked black cherries, raspberry preserves, blueberry tart and potpourri plus hints of garrigue, tobacco leaf and cinnamon stick. Full-bodied, the richly fruited palate has a pleasantly chewy texture and loads of savory layers coming through on the finish.",,,,,,,539225
wine552206,2017 Chateau de Beaucastel Chateauneuf-du-Pape,"The 2017 Châteauneuf Du Pape is another sunny, beautifully Provençal effort that has a huge nose of garrigue, raw steak, leather, truffle, and peppery spice. Medium to full-bodied, concentrated, and balanced, it’s not a massive Beaucastel yet it has a classic, Provençal, incredibly satisfying style that will benefit from 4-6 years of bottle age and keep for two decades.",74.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/rlia1ycyechn9ymtoowj.jpg",TR,,,Chateauneuf-du-Pape,Rhone Red Blends,R,Rhone Red Blends,,,"The 2017 Châteauneuf Du Pape is another sunny, beautifully Provençal effort that has a huge nose of garrigue, raw steak, leather, truffle, and peppery spice. Medium to full-bodied, concentrated, and balanced, it’s not a massive Beaucastel yet it has a classic, Provençal, incredibly satisfying style that will benefit from 4-6 years of bottle age and keep for two decades.",,,,,,,552206
wine559682,2018 Sonoma-Cutrer Sonoma Coast Chardonnay,"For more than 37 years, Sonoma-Cutrer has earned a reputation of craftsmanship by steadfastly choosing quality over quantity. The winery is known for crafting world-class expressions of Chardonnay and Pinot Noir by marrying traditional Burgundian winemaking methods with their own California innovation. Few wine producers in the world have such a singular focus and commitment to growing, crafting, and marketing their wines. This is evident as Sonoma-Cutrer has been named the #1 Most Requested Chardonnay 24 out of 29 years by the Wine & Spirits Magazine.",26.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/adx60yqcmfloyyf18udm.jpg",TR,,,Sonoma Coast,Chardonnay,W,Chardonnay,,,"For more than 37 years, Sonoma-Cutrer has earned a reputation of craftsmanship by steadfastly choosing quality over quantity. The winery is known for crafting world-class expressions of Chardonnay and Pinot Noir by marrying traditional Burgundian winemaking methods with their own California innovation. Few wine producers in the world have such a singular focus and commitment to growing, crafting, and marketing their wines. This is evident as Sonoma-Cutrer has been named the #1 Most Requested Chardonnay 24 out of 29 years by the Wine & Spirits Magazine.",,,,,,,559682
wine507981,2018 Far Niente Chardonnay,"Far Niente’s decades-long mastery of each intricate component of winemaking—from unparalleled Napa Valley vineyards to precision harvesting and vinification—makes this winery the pinnacle in luxury Cabernet Sauvignon and Chardonnay. Refined and sophisticated with a consistent house-style, every Far Niente wine offers the highest expression of its vineyards and vintage, from our iconic Napa Valley Chardonnay to our legendary Cabernet Sauvignon.",69.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/nx1p6dyozuyw2fqlipro.jpg",TR,,,Napa Valley,Chardonnay,W,Chardonnay,,,"Far Niente’s decades-long mastery of each intricate component of winemaking—from unparalleled Napa Valley vineyards to precision harvesting and vinification—makes this winery the pinnacle in luxury Cabernet Sauvignon and Chardonnay. Refined and sophisticated with a consistent house-style, every Far Niente wine offers the highest expression of its vineyards and vintage, from our iconic Napa Valley Chardonnay to our legendary Cabernet Sauvignon.",,,,,,,507981
wine121312,2010 Chateau Duhart-Milon,"Blend: 73% Cabernet Sauvignon, 27% Merlot",129.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/121312fbs.jpg",TR,,,Pauillac,Bordeaux Red Blends,R,Bordeaux Red Blends,,,"Blend: 73% Cabernet Sauvignon, 27% Merlot",,,,,,,121312
wine508446,2017 DAOU Vineyards Pessimist Red Blend,"The 2017 Pessimist has a powerful and intensely aromatic nose that ascends to greet you with blueberry, boysenberry and black plum fragrance. Evolving layers reveal elderberry and truffle, with cocoa and cardamom spice accents, further augmented by hints of eucalyptus, leather, cherry pipe tobacco and grilled meats. The finish is smooth and leisurely. Essences of pure dark berry fruit seemingly refuse to abate with a gorgeous fitting finale.",21.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/n27ydoa2ddisodnwdhy5.jpg",WH,,,Paso Robles,Other Red Blends,R,Other Red Blends,,,"The 2017 Pessimist has a powerful and intensely aromatic nose that ascends to greet you with blueberry, boysenberry and black plum fragrance. Evolving layers reveal elderberry and truffle, with cocoa and cardamom spice accents, further augmented by hints of eucalyptus, leather, cherry pipe tobacco and grilled meats. The finish is smooth and leisurely. Essences of pure dark berry fruit seemingly refuse to abate with a gorgeous fitting finale.",,,,,,,508446
wine523148,2018 Henri Bourgeois Sancerre Les Baronnes Blanc,"Delicate nose with aromas of white flesh fruits and citrus, this Sancerre is highlighted by its typicity.",27.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/xvt4qmnyex6va1ughp52.jpg",TR,,,Sancerre,Sauvignon Blanc,W,Sauvignon Blanc,,,"Delicate nose with aromas of white flesh fruits and citrus, this Sancerre is highlighted by its typicity.",,,,,,,523148
wine569661,2017 High Valley Vineyards Cabernet Sauvignon,"Sitting on the northeast side of the Clear Lake appellation, this warm area boasts multiple soil types that allow growers a lot of flexibility and experimentation with grape varieties. While",17.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/ygpha3api2jtan4lkczv.jpg",TR,,,High Valley,Cabernet Sauvignon,R,Cabernet Sauvignon,,,"Sitting on the northeast side of the Clear Lake appellation, this warm area boasts multiple soil types that allow growers a lot of flexibility and experimentation with grape varieties. While",,,,,,,569661
wine590190,2015 Castiglion del Bosco Brunello di Montalcino,"Brunello di Montalcino 2015 shows an intense ruby red color with garnet reflections, the classic Brunello aromas are clear and bursting, including notes of undergrowth, small red berries and hints of violet. On the palate it develops in an infinite progression, with velvety tannins, it is characterized by excellent persistence and an elegant finish.",54.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/ukrds406vxhzjaplglpw.jpg",TR,,,Montalcino,Sangiovese,R,Sangiovese,,,"Brunello di Montalcino 2015 shows an intense ruby red color with garnet reflections, the classic Brunello aromas are clear and bursting, including notes of undergrowth, small red berries and hints of violet. On the palate it develops in an infinite progression, with velvety tannins, it is characterized by excellent persistence and an elegant finish.",,,,,,,590190
wine533848,2018 Kris Pinot Grigio,"Recommended with salad, roast vegetables, risotto, lightly flavored pastas, omelettes, quiches and grilled white meats or salmon.",12.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/q7hoovgkqb4t94nbpllm.jpg",WH,,,Friuli-Venezia Giulia,Pinot Gris/Grigio,W,Pinot Gris/Grigio,,,"Recommended with salad, roast vegetables, risotto, lightly flavored pastas, omelettes, quiches and grilled white meats or salmon.",,,,,,,533848
wine532987,2018 Cakebread Sauvignon Blanc,"This is a zesty wine that stands up well to shrimp, crab, grilled vegetables and is perfect for a cheese plate!",31.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/zmzf3at7farxaonmxr8w.jpg",MO,,,Napa Valley,Sauvignon Blanc,W,Sauvignon Blanc,,,"This is a zesty wine that stands up well to shrimp, crab, grilled vegetables and is perfect for a cheese plate!",,,,,,,532987
wine521485,2016 Silverado Cabernet Sauvignon,"The 2016 Silverado Cabernet Sauvignon opens with aromas of blackberry crisp and flavors of cherry, clove and a hint of dark chocolate. Full-bodied and smooth with a lingering finish.",49.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/ym6kblxre8xm2mqmyoei.jpg",TR,,,Napa Valley,Cabernet Sauvignon,R,Cabernet Sauvignon,,,"The 2016 Silverado Cabernet Sauvignon opens with aromas of blackberry crisp and flavors of cherry, clove and a hint of dark chocolate. Full-bodied and smooth with a lingering finish.",,,,,,,521485
